item_name,item_category,primary_stat,stat_label,type,debutDate,minecraftVersion
soul_lantern,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
soul_torch,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
spruce_door,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
spruce_planks,Man-Made Block,,,Man-Made,2012-03-22T00:00:00,1.2.4
spruce_trapdoor,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
stone_bricks,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
stonecutter,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
stripped_acacia_log,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
stripped_bamboo_block,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
stripped_birch_log,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
stripped_cherry_log,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
stripped_crimson_stem,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
stripped_dark_oak_log,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
stripped_jungle_log,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
stripped_mangrove_log,Man-Made Block,,,Man-Made,2022-06-07T00:00:00,1.19.0
stripped_oak_log,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
stripped_spruce_log,Man-Made Block,,,Man-Made,2018-07-18T00:00:00,1.13.0
stripped_warped_stem,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
target,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
tinted_glass,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
tnt,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
torch,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
tripwire,Man-Made Block,,,Man-Made,2012-08-01T00:00:00,1.3.1
tripwire_hook,Man-Made Block,,,Man-Made,2012-08-01T00:00:00,1.3.1
warped_door,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
warped_planks,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
warped_trapdoor,Man-Made Block,,,Man-Made,2020-06-23T00:00:00,1.16.0
weathered_copper,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
weathered_cut_copper,Man-Made Block,,,Man-Made,2021-06-08T00:00:00,1.17.0
white_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
white_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
white_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
white_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
white_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
yellow_concrete,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
yellow_concrete_powder,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
yellow_glazed_terracotta,Man-Made Block,,,Man-Made,2017-06-07T00:00:00,1.12.0
yellow_stained_glass,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
yellow_wool,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
armor_stand,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
bell,Man-Made Block,,,Man-Made,2019-04-23T00:00:00,1.14.0
chest_minecart,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
end_crystal,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
furnace_minecart,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
hopper_minecart,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
minecart,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
painting,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
tnt_minecart,Man-Made Block,,,Man-Made,2013-03-13T00:00:00,1.5.0
banner,Man-Made Block,,,Man-Made,2014-09-02T00:00:00,1.8.0
bed,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
boat,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
chest,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
chest_boat,Man-Made Block,,,Man-Made,2022-06-07T00:00:00,1.19.0
decorated_pot,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
sign,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
hanging_sign,Man-Made Block,,,Man-Made,2023-06-07T00:00:00,1.20.0
black_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
blue_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
brown_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
cyan_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
gray_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
green_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
light_blue_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
light_gray_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
lime_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
magenta_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
orange_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
pink_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
purple_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
red_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
white_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
yellow_stained_glass_pane,Man-Made Block,,,Man-Made,2013-10-25T00:00:00,1.7.2
redstone_dust,Man-Made Block,,,Man-Made,2011-11-18T00:00:00,1.0.0
"3.
.",Flora,30.0,Max Growth Time,Automatic,2013-10-25T00:00:00,1.7.2
allium,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
azalea,Flora,30.0,Max Growth Time,Automatic,2021-06-08T00:00:00,1.17.0
azure_bluet,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
bamboo,Flora,4.0,Max Growth Time,Automatic,2019-04-23T00:00:00,1.14.0
beetroots,Flora,20.0,Max Growth Time,Automatic,2022-06-07T00:00:00,1.19.0
big_dripleaf,Flora,,Max Growth Time,Static,2021-06-08T00:00:00,1.17.0
birch_sapling,Flora,30.0,Max Growth Time,Automatic,2018-07-18T00:00:00,1.13.0
blue_orchid,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
brain_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
brain_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
brown_mushroom,Flora,,Max Growth Time,Assisted,2011-11-18T00:00:00,1.0.0
bubble_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
bubble_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
cactus,Flora,18.0,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
carrots,Flora,30.0,Max Growth Time,Automatic,2012-10-25T00:00:00,1.4.2
cave_vines,Flora,,Max Growth Time,Automatic,2021-06-08T00:00:00,1.17.0
cherry_sapling,Flora,30.0,Max Growth Time,Automatic,2020-06-23T00:00:00,1.13.0
chorus_flower,Flora,,Max Growth Time,Automatic,2016-02-29T00:00:00,1.9.0
cocoa,Flora,6.0,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
cornflower,Flora,,Max Growth Time,Static,2019-04-23T00:00:00,1.14.0
crimson_fungus,Flora,,Max Growth Time,Assisted,2020-06-23T00:00:00,1.16.0
crimson_roots,Flora,,Max Growth Time,Static,2021-06-08T00:00:00,1.16.0
dandelion,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dark_oak_sapling,Flora,30.0,Max Growth Time,Automatic,2013-10-25T00:00:00,1.7.2
dead_brain_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_brain_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_bubble_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_bubble_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_bush,Flora,,Max Growth Time,Static,2011-11-18T00:00:00,1.0.0
dead_fire_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_fire_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_horn_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_horn_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_tube_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
dead_tube_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
fern,Flora,,Max Growth Time,Static,2013-06-25T00:00:00,1.6.0
fire_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
fire_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
glow_lichen,Flora,,Max Growth Time,Static,2021-06-08T00:00:00,1.17.0
grass,Flora,,Max Growth Time,Static,2011-11-18T00:00:00,1.0.0
hanging_roots,Flora,,Max Growth Time,Static,2021-06-08T00:00:00,1.17.0
horn_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
horn_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
jungle_sapling,Flora,30.0,Max Growth Time,Automatic,2018-07-18T00:00:00,1.2.1
kelp,Flora,,Max Growth Time,Automatic,2018-07-18T00:00:00,1.13.0
large_fern,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
lilac,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
lily_of_the_valley,Flora,,Max Growth Time,Static,2019-04-23T00:00:00,1.14.0
lily_pad,Flora,,Max Growth Time,Static,2011-11-18T00:00:00,1.0.0
mangrove_roots,Flora,,Max Growth Time,Static,2022-06-07T00:00:00,1.19.0
melon,Flora,31.0,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
nether_sprouts,Flora,,Max Growth Time,Static,2020-06-23T00:00:00,1.16.0
nether_wart,Flora,35.0,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
oak_sapling,Flora,30.0,Max Growth Time,Automatic,2021-06-08T00:00:00,1.0.0
orange_tulip,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
oxeye_daisy,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
peony,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
pink_petals,Flora,,Max Growth Time,Static,2023-06-07T00:00:00,1.20.0
pink_petals_stem,Flora,,Max Growth Time,Static,2023-06-07T00:00:00,1.20.0
pink_tulip,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
pitcher_plant,Flora,,Max Growth Time,Automatic,2023-06-07T00:00:00,1.20.0
poppy,Flora,,Max Growth Time,Static,2011-11-18T00:00:00,1.0.0
potatoes,Flora,30.0,Max Growth Time,Automatic,2012-10-25T00:00:00,1.4.2
pumpkin,Flora,31.0,Max Growth Time,Automatic,2018-07-18T00:00:00,1.13.0
red_mushroom,Flora,,Max Growth Time,Assisted,2011-11-18T00:00:00,1.0.0
red_tulip,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
rose_bush,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
sea_pickle,Flora,,Max Growth Time,Assisted,2018-07-18T00:00:00,1.13.0
seagrass,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
small_dripleaf,Flora,,Max Growth Time,Static,2021-06-08T00:00:00,1.17.0
spore_blossom,Flora,,Max Growth Time,Static,2021-06-08T00:00:00,1.17.0
spruce_sapling,Flora,30.0,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
sugar_cane,Flora,18.0,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
sunflower,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
sweet_berry_bush,Flora,10.0,Max Growth Time,Automatic,2019-04-23T00:00:00,1.14.0
tall_grass,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
tall_seagrass,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
torchflower,Flora,,Max Growth Time,Automatic,2023-06-07T00:00:00,1.20.0
tube_coral,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
tube_coral_fan,Flora,,Max Growth Time,Static,2018-07-18T00:00:00,1.13.0
twisting_vines,Flora,,Max Growth Time,Automatic,2020-06-23T00:00:00,1.16.0
vine,Flora,,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
warped_fungus,Flora,,Max Growth Time,Static,2020-06-23T00:00:00,1.16.0
warped_roots,Flora,,Max Growth Time,Static,2020-06-23T00:00:00,1.16.0
weeping_vines,Flora,,Max Growth Time,Automatic,2020-06-23T00:00:00,1.16.0
wheat,Flora,30.0,Max Growth Time,Automatic,2011-11-18T00:00:00,1.0.0
white_tulip,Flora,,Max Growth Time,Static,2013-10-25T00:00:00,1.7.2
wither_rose,Flora,,Max Growth Time,Static,2019-04-23T00:00:00,1.14.0
mangrove_propagule,Flora,30.0,Max Growth Time,Automatic,2022-06-07T00:00:00,1.19.0
